ay 	Aymara 	ltr 	Aymar 	en:Aymara language 	
alr 			Alutor 	Individual 	Living
als 			Tosk Albanian 	Individual 	Living
alt 	alt 		Southern Altai 	Individual 	Living
alu 			'Are'are 	Individual 	Living
	alv 		Atlantic-Congo languages 	Collective 	Genetic
alw 			Alaba-K’abeena, Wanbasana 	Individual 	Living
alx 			Amol 	Individual 	Living
aly 			Alyawarr 	Individual 	Living
alz 			Alur 	Individual 	Living
ama 			Amanayé 	Individual 	Extinct
amb 			Ambo 	Individual 	Living
amc 			Amahuaca 	Individual 	Living
ame 			Yanesha' 	Individual 	Living
amf 			Hamer-Banna 	Individual 	Living
amg 			Amurdak 	Individual 	Living
amh 	amh 	am 	Amharic 	Individual 	Living
ami 			Amis 	Individual 	Living
amj 			Amdang 	Individual 	Living
amk 			Ambai 	Individual 	Living
aml 			War-Jaintia 	Individual 	Living
amm 			Ama (Papua New Guinea) 	Individual 	Living
amn 			Amanab 	Individual 	Living
amo 			Amo 	Individual 	Living
amp 			Alamblak 	Individual 	Living
amq 			Amahai 	Individual 	Living
amr 			Amarakaeri 	Individual 	Living
ams 			Southern Amami-Oshima 	Individual 	Living
amt 			Amto 	Individual 	Living
amu 			Guerrero Amuzgo 	Individual 	Living
amv 			Ambelau 	Individual 	Living
amw 			Western Neo-Aramaic 	Individual 	Living
amx 			Anmatyerre 	Individual 	Living
amy 			Ami 	Individual 	Living
amz 			Atampaya 	Individual 	Extinct
ana 			Andaqui 	Individual 	Extinct
anb 			Andoa 	Individual 	Extinct
anc 			Ngas 	Individual 	Living
and 			Ansus 	Individual 	Living
ane 			Xârâcùù 	Individual 	Living
anf 			Animere 	Individual 	Living
anh 			Nend 	Individual 	Living
ani 			Andi 	Individual 	Living
anj 			Anor 	Individual 	Living
ank 			Goemai 	Individual 	Living
anl 			Anu-Hkongso Chin 	Individual 	Living
anm 			Anal 	Individual 	Living
ann 			Obolo 	Individual 	Living
ano 			Andoque 	Individual 	Living
anp 	anp 		Angika 	Individual 	Living
anq 			Jarawa (India) 	Individual 	Living
anr 			Andh 	Individual 	Living
ans 			Anserma 	Individual 	Extinct
ant 			Antakarinya, Antikarinya 	Individual 	Living
anu 			Anuak 	Individual 	Living
anv 			Denya 	Individual 	Living
anw 			Anaang 	Individual 	Living
anx 			Andra-Hus 	Individual 	Living
any 			Anyin 	Individual 	Living
anz 			Anem 	Individual 	Living
aoa 			Angolar 	Individual 	Living
aob 			Abom 	Individual 	Living
aoc 			Pemon 	Individual 	Living
aod 			Andarum 	Individual 	Living
aoe 			Angal Enen 	Individual 	Living
aof 			Bragat 	Individual 	Living
aog 			Angoram 	Individual 	Living
aoi 			Anindilyakwa 	Individual 	Living
aoj 			Mufian 	Individual 	Living
aok 			Arhö 	Individual 	Living
aol 			Alor 	Individual 	Living
aom 			Ömie 	Individual 	Living
aon 			Bumbita Arapesh 	Individual 	Living
aor 			Aore 	Individual 	Extinct
aos 			Taikat 	Individual 	Living
aot 			A'tong, Atong (India) 	Individual 	Living
aou 			A'ou 	Individual 	Living
aox 			Atorada 	Individual 	Living
aoz 			Uab Meto 	Individual 	Living
	apa 		Apache languages 	Collective 	Genetic
apb 			Sa'a 	Individual 	Living
apc 			North Levantine Arabic 	Individual 	Living
apd 			Sudanese Arabic 	Individual 	Living
ape 			Bukiyip 	Individual 	Living
apf 			Pahanan Agta 	Individual 	Living
apg 			Ampanang 	Individual 	Living
aph 			Athpariya 	Individual 	Living
api 			Apiaká 	Individual 	Living
apj 			Jicarilla Apache 	Individual 	Living
apk 			Kiowa Apache 	Individual 	Living
apl 			Lipan Apache 	Individual 	Living
apm 			Mescalero-Chiricahua Apache 	Individual 	Living
apn 			Apinayé 	Individual 	Living
apo 			Ambul 	Individual 	Living
app 			Apma 	Individual 	Living
apq 			A-Pucikwar 	Individual 	Living
apr 			Arop-Lokep 	Individual 	Living
aps 			Arop-Sissano 	Individual 	Living
apt 			Apatani 	Individual 	Living
apu 			Apurinã 	Individual 	Living
apv 			Alapmunte 	Individual 	Extinct
apw 			Western Apache 	Individual 	Living
apx 			Aputai 	Individual 	Living
apy 			Apalaí 	Individual 	Living
apz 			Safeyoka 	Individual 	Living
	aqa 		Alacalufan languages 	Collective 	Genetic
aqc 			Archi 	Individual 	Living
aqd 			Ampari Dogon 	Individual 	Living
aqg 			Arigidi 	Individual 	Living
aqk 			Aninka 	Individual 	Living
	aql 		Algic languages 	Collective 	Genetic
aqm 			Atohwaim 	Individual 	Living
aqn 			Northern Alta 	Individual 	Living
aqp 			Atakapa 	Individual 	Extinct
aqr 			Arhâ 	Individual 	Living
aqt 			Angaité 	Individual 	Living
aqz 			Akuntsu 	Individual 	Living
ara 	ara 	ar 	Arabic 	Macrolanguage 	Living
arb 			Standard Arabic 	Individual 	Living
arc 	arc 		Imperial Aramaic (700-300 BCE), Official Aramaic (700-300 BCE) 	Individual 	Ancient
ard 			Arabana 	Individual 	Extinct
are 			Western Arrarnta 	Individual 	Living
arg 	arg 	an 	Aragonese 	Individual 	Living
arh 			Arhuaco 	Individual 	Living
ari 			Arikara 	Individual 	Living
arj 			Arapaso 	Individual 	Extinct
ark 			Arikapú 	Individual 	Living
arl 			Arabela 	Individual 	Living
hye 	639-2/T: hye
639-2/B: arm 	hy 	Armenian 	Individual 	Living
arn 	arn 		Mapuche, Mapudungun 	Individual 	Living
aro 			Araona 	Individual 	Living
arp 	arp 		Arapaho 	Individual 	Living
arq 			Algerian Arabic 	Individual 	Living
arr 			Karo (Brazil) 	Individual 	Living
ars 			Najdi Arabic 	Individual 	Living
	art 		Artificial languages 	Collective 	Genetic-like
aru 			Arawá, Aruá (Amazonas State) 	Individual 	Extinct
arv 			Arbore 	Individual 	Living
arw 	arw 		Arawak 	Individual 	Living
arx 			Aruá (Rodonia State) 	Individual 	Living
ary 			Moroccan Arabic 	Individual 	Living
arz 			Egyptian Arabic 	Individual 	Living
asa 			Asu (Tanzania) 	Individual 	Living
asb 			Assiniboine 	Individual 	Living
asc 			Casuarina Coast Asmat 	Individual 	Living
ase 			American Sign Language 	Individual 	Living
asf 			Auslan, Australian Sign Language 	Individual 	Living
asg 			Cishingini 	Individual 	Living
ash 			Abishira 	Individual 	Extinct
asi 			Buruwai 	Individual 	Living
asj 			Sari 	Individual 	Living
ask 			Ashkun 	Individual 	Living
asl 			Asilulu 	Individual 	Living
asm 	asm 	as 	Assamese 	Individual 	Living
asn 			Xingú Asuriní 	Individual 	Living
aso 			Dano 	Individual 	Living
asp 			Algerian Sign Language 	Individual 	Living
asq 			Austrian Sign Language 	Individual 	Living
asr 			Asuri 	Individual 	Living
ass 			Ipulo 	Individual 	Living
ast 	ast 		Asturian, Asturleonese, Bable, Leonese 	Individual 	Living
asu 			Tocantins Asurini 	Individual 	Living
asv 			Asoa 	Individual 	Living
asw 			Australian Aborigines Sign Language 	Individual 	Living
asx 			Muratayak 	Individual 	Living
asy 			Yaosakor Asmat 	Individual 	Living
asz 			As 	Individual 	Living
ata 			Pele-Ata 	Individual 	Living
atb 			Zaiwa 	Individual 	Living
atc 			Atsahuaca 	Individual 	Extinct
atd 			Ata Manobo 	Individual 	Living
ate 			Atemble 	Individual 	Living
atg 			Ivbie North-Okpela-Arhe 	Individual 	Living
	ath 		Athapascan languages 	Collective 	Genetic
ati 			Attié 	Individual 	Living
atj 			Atikamekw 	Individual 	Living
atk 			Ati 	Individual 	Living
atl 			Mt. Iraya Agta 	Individual 	Living
atm 			Ata 	Individual 	Living
atn 			Ashtiani 	Individual 	Living
ato 			Atong (Cameroon) 	Individual 	Living
atp 			Pudtol Atta 	Individual 	Living
atq 			Aralle-Tabulahan 	Individual 	Living
atr 			Waimiri-Atroari 	Individual 	Living
ats 			Gros Ventre 	Individual 	Living
att 			Pamplona Atta 	Individual 	Living
atu 			Reel 	Individual 	Living
atv 			Northern Altai 	Individual 	Living
atw 			Atsugewi 	Individual 	Living
atx 			Arutani 	Individual 	Living
aty 			Aneityum 	Individual 	Living
atz 			Arta 	Individual 	Living
aua 			Asumboa 	Individual 	Living
aub 			Alugu 	Individual 	Living
auc 			Waorani 	Individual 	Living
aud 			Anuta 	Individual 	Living
	auf 		Arauan languages 	Collective 	Genetic
aug 			Aguna 	Individual 	Living
auh 			Aushi 	Individual 	Living
aui 			Anuki 	Individual 	Living
auj 			Awjilah 	Individual 	Living
auk 			Heyo 	Individual 	Living
aul 			Aulua 	Individual 	Living
aum 			Asu (Nigeria) 	Individual 	Living
aun 			Molmo One 	Individual 	Living
auo 			Auyokawa 	Individual 	Extinct
aup 			Makayam 	Individual 	Living
auq 			Anus, Korur 	Individual 	Living
aur 			Aruek 	Individual 	Living
	aus 		Australian languages 	Collective 	Genetic
aut 			Austral 	Individual 	Living
auu 			Auye 	Individual 	Living
auw 			Awyi 	Individual 	Living
aux 			Aurá 	Individual 	Extinct
auy 			Awiyaana 	Individual 	Living
auz 			Uzbeki Arabic 	Individual 	Living
ava 	ava 	av 	Avaric 	Individual 	Living
avb 			Avau 	Individual 	Living
avd 			Alviri-Vidari 	Individual 	Living
ave 	ave 	ae 	Avestan 	Individual 	Ancient
avi 			Avikam 	Individual 	Living
avk 			Kotava 	Individual 	Constructed
avl 			Eastern Egyptian Bedawi Arabic 	Individual 	Living
avm 			Angkamuthi 	Individual 	Extinct
avn 			Avatime 	Individual 	Living
avo 			Agavotaguerra 	Individual 	Extinct
avs 			Aushiri 	Individual 	Extinct
avt 			Au 	Individual 	Living
avu 			Avokaya 	Individual 	Living
avv 			Avá-Canoeiro 	Individual 	Living
awa 	awa 		Awadhi 	Individual 	Living
awb 			Awa (Papua New Guinea) 	Individual 	Living
awc 			Cicipu 	Individual 	Living
	awd 		Arawakan languages 	Collective 	Genetic
awe 			Awetí 	Individual 	Living
awg 			Anguthimri 	Individual 	Extinct
awh 			Awbono 	Individual 	Living
awi 			Aekyom 	Individual 	Living
awk 			Awabakal 	Individual 	Extinct
awm 			Arawum 	Individual 	Living
awn 			Awngi 	Individual 	Living
awo 			Awak 	Individual 	Living
awr 			Awera 	Individual 	Living
aws 			South Awyu 	Individual 	Living
awt 			Araweté 	Individual 	Living
awu 			Central Awyu 	Individual 	Living
awv 			Jair Awyu 	Individual 	Living
aww 			Awun 	Individual 	Living
awx 			Awara 	Individual 	Living
awy 			Edera Awyu 	Individual 	Living
axb 			Abipon 	Individual 	Extinct
axe 			Ayerrerenge 	Individual 	Extinct
axg 			Mato Grosso Arára 	Individual 	Extinct
axk 			Yaka (Central African Republic) 	Individual 	Living
axl 			Lower Southern Aranda 	Individual 	Extinct
axm 			Middle Armenian 	Individual 	Historical
axx 			Xârâgurè 	Individual 	Living
aya 			Awar 	Individual 	Living
ayb 			Ayizo Gbe 	Individual 	Living
ayc 			Southern Aymara 	Individual 	Living
ayd 			Ayabadhu 	Individual 	Extinct
aye 			Ayere 	Individual 	Living
ayg 			Ginyanga 	Individual 	Living
ayh 			Hadrami Arabic 	Individual 	Living 
baa 			Babatana 	Individual 	Living
bab 			Bainouk-Gunyuño 	Individual 	Living
bac 			Badui 	Individual 	Living
bad 		Banda languages 	Collective 	Genetic
bae 			Baré 	Individual 	Extinct
baf 			Nubaca 	Individual 	Living
bag 			Tuki 	Individual 	Living
bai 		Bamileke languages 	Collective 	Genetic
baj 			Barakai 	Individual 	Living
bak 	bak 	ba 	Bashkir 	Individual 	Living
bal 	bal 		Baluchi 	Macrolanguage 	Living
bam 	bam 	bm 	Bambara 	Individual 	Living
ban 	ban 		Balinese 	Individual 	Living
bao 			Waimaha 	Individual 	Living
bap 			Bantawa 	Individual 	Living
eus 	639-2/T: eus
639-2/B: baq 	eu 	Basque 	Individual 	Living
bar 			Bavarian 	Individual 	Living
bas 	
bas 		Basa (Cameroon) 	Individual 	Living
bat 		Baltic languages 	Collective 	Genetic
bau 			Bada (Nigeria) 	Individual 	Living
bav 			Vengo 	Individual 	Living
baw 			Bambili-Bambui 	Individual 	Living
bax 			Bamun 	Individual 	Living
bay 			Batuley 	Individual 	Living
bba 			Baatonum 	Individual 	Living
bbb 			Barai 	Individual 	Living
bbc 			Batak Toba 	Individual 	Living
bbd 			Bau 	Individual 	Living
bbe 			Bangba 	Individual 	Living
bbf 			Baibai 	Individual 	Living
bbg 			Barama 	Individual 	Living
bbh 			Bugan 	Individual 	Living
bbi 			Barombi 	Individual 	Living
bbj 			Ghomálá' 	Individual 	Living
bbk 			Babanki 	Individual 	Living
bbl 			Bats 	Individual 	Living
bbm 			Babango 	Individual 	Living
bbn 			Uneapa 	Individual 	Living
bbo 			Konabéré, Northern Bobo Madaré 	Individual 	Living
bbp 			West Central Banda 	Individual 	Living
bbq 			Bamali 	Individual 	Living
bbr 			Girawa 	Individual 	Living
bbs 			Bakpinka 	Individual 	Living
bbt 			Mburku 	Individual 	Living
bbu 			Kulung (Nigeria) 	Individual 	Living
bbv 			Karnai 	Individual 	Living
bbw 			Baba 	Individual 	Living
bbx 			Bubia 	Individual 	Living
bby 			Befang 	Individual 	Living
bca 			Central Bai 	Individual 	Living
bcb 			Bainouk-Samik 	Individual 	Living
bcc 			Southern Balochi 	Individual 	Living
bcd 			North Babar 	Individual 	Living
bce 			Bamenyam 	Individual 	Living
bcf 			Bamu 	Individual 	Living
bcg 			Baga Pokur 	Individual 	Living
bch 			Bariai 	Individual 	Living
bci 			Baoulé 	Individual 	Living
bcj 			Bardi 	Individual 	Living
bck 			Bunaba, Bunuba 	Individual 	Living
bcl 			Central Bikol 	Individual 	Living
bcm 			Bannoni 	Individual 	Living
bcn 			Bali (Nigeria) 	Individual 	Living
bco 			Kaluli 	Individual 	Living
bcp 			Bali (Democratic Republic of Congo) 	Individual 	Living
bcq 			Bench 	Individual 	Living
bcr 			Babine 	Individual 	Living
bcs 			Kohumono 	Individual 	Living
bct 			Bendi 	Individual 	Living
bcu 			Awad Bing 	Individual 	Living
bcv 			Shoo-Minda-Nye 	Individual 	Living
bcw 			Bana 	Individual 	Living
bcy 			Bacama 	Individual 	Living
bcz 			Bainouk-Gunyaamolo 	Individual 	Living
bda 			Bayot 	Individual 	Living
bdb 			Basap 	Individual 	Living
bdc 			Emberá-Baudó 	Individual 	Living
bdd 			Bunama 	Individual 	Living
bde 			Bade 	Individual 	Living
bdf 			Biage 	Individual 	Living
bdg 			Bonggi 	Individual 	Living
bdh 			Baka (South Sudan), Baka (Sudan) 	Individual 	Living
bdi 			Burun 	Individual 	Living
bdj 			Bai, Bai (South Sudan) 	Individual 	Living
bdk 			Budukh 	Individual 	Living
bdl 			Indonesian Bajau 	Individual 	Living
bdm 			Buduma 	Individual 	Living
bdn 			Baldemu 	Individual 	Living
bdo 			Morom 	Individual 	Living
bdp 			Bende 	Individual 	Living
bdq 			Bahnar 	Individual 	Living
bdr 			West Coast Bajau 	Individual 	Living
bds 			Burunge 	Individual 	Living
bdt 			Bokoto 	Individual 	Living
bdu 			Oroko 	Individual 	Living
bdv 			Bodo Parja 	Individual 	Living
bdw 			Baham 	Individual 	Living
bdx 			Budong-Budong 	Individual 	Living
bdy 			Bandjalang 	Individual 	Living
bdz 			Badeshi 	Individual 	Living
bea 			Beaver 	Individual 	Living
beb 			Bebele 	Individual 	Living
bec 			Iceve-Maci 	Individual 	Living
bed 			Bedoanas 	Individual 	Living
bee 			Byangsi 	Individual 	Living
bef 			Benabena 	Individual 	Living
beg 			Belait 	Individual 	Living
beh 			Biali 	Individual 	Living
bei 			Bekati' 	Individual 	Living
bej 	bej 		Bedawiyet, Beja 	Individual 	Living
bek 			Bebeli 	Individual 	Living
bel 	bel 	be 	Belarusian 	Individual 	Living
bem 	bem 		Bemba (Zambia) 	Individual 	Living
ben 	ben 	bn 	Bengali 	Individual 	Living
beo 			Beami 	Individual 	Living
bep 			Besoa 	Individual 	Living
beq 			Beembe 	Individual 	Living
	ber 		Berber languages 	Collective 	Genetic
bes 			Besme 	Individual 	Living
bet 			Guiberoua Béte 	Individual 	Living
beu 			Blagar 	Individual 	Living
bev 			Daloa Bété 	Individual 	Living
bew 			Betawi 	Individual 	Living
bex 			Jur Modo 	Individual 	Living
bey 			Beli (Papua New Guinea) 	Individual 	Living
bez 			Bena (Tanzania) 	Individual 	Living
bfa 			Bari 	Individual 	Living
bfb 			Pauri Bareli 	Individual 	Living
bfc 			Northern Bai, Panyi Bai 	Individual 	Living
bfd 			Bafut 	Individual 	Living
bfe 			Betaf, Tena 	Individual 	Living
bff 			Bofi 	Individual 	Living
bfg 			Busang Kayan 	Individual 	Living
bfh 			Blafe 	Individual 	Living
bfi 			British Sign Language 	Individual 	Living
bfj 			Bafanji 	Individual 	Living
bfk 			Ban Khor Sign Language 	Individual 	Living
bfl 			Banda-Ndélé 	Individual 	Living
bfm 			Mmen 	Individual 	Living
bfn 			Bunak 	Individual 	Living
bfo 			Malba Birifor 	Individual 	Living
bfp 			Beba 	Individual 	Living
bfq 			Badaga 	Individual 	Living
bfr 			Bazigar 	Individual 	Living
bfs 			Southern Bai 	Individual 	Living
bft 			Balti 	Individual 	Living
bfu 			Gahri 	Individual 	Living
bfw 			Bondo 	Individual 	Living
bfx 			Bantayanon 	Individual 	Living
bfy 			Bagheli 	Individual 	Living
bfz 			Mahasu Pahari 	Individual 	Living
bga 			Gwamhi-Wuri 	Individual 	Living
bgb 			Bobongko 	Individual 	Living
bgc 			Haryanvi 	Individual 	Living
bgd 			Rathwi Bareli 	Individual 	Living
bge 			Bauria 	Individual 	Living
bgf 			Bangandu 	Individual 	Living
bgg 			Bugun 	Individual 	Living
bgi 			Giangan 	Individual 	Living
bgj 			Bangolan 	Individual 	Living
bgk 			Bit, Buxinhua 	Individual 	Living
bgl 			Bo (Laos) 	Individual 	Living
bgn 			Western Balochi 	Individual 	Living
bgo 			Baga Koga 	Individual 	Living
bgp 			Eastern Balochi 	Individual 	Living
bgq 			Bagri 	Individual 	Living
bgr 			Bawm Chin 	Individual 	Living
bgs 			Tagabawa 	Individual 	Living
bgt 			Bughotu 	Individual 	Living
bgu 			Mbongno 	Individual 	Living
bgv 			Warkay-Bipim 	Individual 	Living
bgw 			Bhatri 	Individual 	Living
bgx 			Balkan Gagauz Turkish 	Individual 	Living
bgy 			Benggoi 	Individual 	Living
bgz 			Banggai 	Individual 	Living
bha 			Bharia 	Individual 	Living
bhb 			Bhili 	Individual 	Living
bhc 			Biga 	Individual 	Living
bhd 			Bhadrawahi 	Individual 	Living
bhe 			Bhaya 	Individual 	Living
bhf 			Odiai 	Individual 	Living
bhg 			Binandere 	Individual 	Living
bhh 			Bukharic 	Individual 	Living
bhi 			Bhilali 	Individual 	Living
bhj 			Bahing 	Individual 	Living
bhl 			Bimin 	Individual 	Living
bhm 			Bathari 	Individual 	Living
bhn 			Bohtan Neo-Aramaic 	Individual 	Living
bho 	bho 		Bhojpuri 	Individual 	Living
bhp 			Bima 	Individual 	Living
bhq 			Tukang Besi South 	Individual 	Living
bhr 			Bara Malagasy 	Individual 	Living
bhs 			Buwal 	Individual 	Living
bht 			Bhattiyali 	Individual 	Living
bhu 			Bhunjia 	Individual 	Living
bhv 			Bahau 	Individual 	Living
bhw 			Biak 	Individual 	Living
bhx 			Bhalay 	Individual 	Living
bhy 			Bhele 	Individual 	Living
bhz 			Bada (Indonesia) 	Individual 	Living
bia 			Badimaya 	Individual 	Living
bib 			Bisa, Bissa 	Individual 	Living
bid 			Bidiyo 	Individual 	Living
bie 			Bepour 	Individual 	Living
bif 			Biafada 	Individual 	Living
big 			Biangai 	Individual 	Living
	bih 		Bihari languages 	Collective 	Genetic
bik 	bik 		Bikol 	Macrolanguage 	Living
bil 			Bile 	Individual 	Living
bim 			Bimoba 	Individual 	Living
bin 	bin 		Bini, Edo 	Individual 	Living
bio 			Nai 	Individual 	Living
bip 			Bila 	Individual 	Living
biq 			Bipi 	Individual 	Living
bir 			Bisorio 	Individual 	Living
bis 	bis 	bi 	Bislama 	Individual 	Living
bit 			Berinomo 	Individual 	Living
biu 			Biete 	Individual 	Living
biv 			Southern Birifor 	Individual 	Living
biw 			Kol (Cameroon) 	Individual 	Living
bix 			Bijori 	Individual 	Living
biy 			Birhor 	Individual 	Living
biz 			Baloi 	Individual 	Living
bja 			Budza 	Individual 	Living
bjb 			Banggarla 	Individual 	Extinct
bjc 			Bariji 	Individual 	Living
bje 			Biao-Jiao Mien 	Individual 	Living
bjf 			Barzani Jewish Neo-Aramaic 	Individual 	Living
bjg 			Bidyogo 	Individual 	Living
bjh 			Bahinemo 	Individual 	Living
bji 			Burji 	Individual 	Living
bjj 			Kanauji 	Individual 	Living
bjk 			Barok 	Individual 	Living
bjl 			Bulu (Papua New Guinea) 	Individual 	Living
bjm 			Bajelani 	Individual 	Living
bjn 			Banjar 	Individual 	Living
bjo 			Mid-Southern Banda 	Individual 	Living
bjp 			Fanamaket 	Individual 	Living
bjr 			Binumarien 	Individual 	Living
bjs 			Bajan 	Individual 	Living
bjt 			Balanta-Ganja 	Individual 	Living
bju 			Busuu 	Individual 	Living
bjv 			Bedjond 	Individual 	Living
bjw 			Bakwé 	Individual 	Living
bjx 			Banao Itneg 	Individual 	Living
bjy 			Bayali 	Individual 	Extinct
bjz 			Baruga 	Individual 	Living
bka 			Kyak 	Individual 	Living
bkc 			Baka (Cameroon) 	Individual 	Living
bkd 			Binukid, Talaandig 	Individual 	Living
bkf 			Beeke 	Individual 	Living
bkg 			Buraka 	Individual 	Living
bkh 			Bakoko 	Individual 	Living
bki 			Baki 	Individual 	Living
bkj 			Pande 	Individual 	Living
bkk 			Brokskat 	Individual 	Living
bkl 			Berik 	Individual 	Living
bkm 			Kom (Cameroon) 	Individual 	Living
bkn 			Bukitan 	Individual 	Living
bko 			Kwa' 	Individual 	Living
bkp 			Boko (Democratic Republic of Congo) 	Individual 	Living
bkq 			Bakairí 	Individual 	Living
bkr 			Bakumpai 	Individual 	Living
bks 			Northern Sorsoganon 	Individual 	Living
bkt 			Boloki 	Individual 	Living
bku 			Buhid 	Individual 	Living
bkv 			Bekwarra 	Individual 	Living
bkw 			Bekwel 	Individual 	Living
bkx 			Baikeno 	Individual 	Living
bky 			Bokyi 	Individual 	Living
bkz 			Bungku 	Individual 	Living
bla 	bla 		Siksika 	Individual 	Living
blb 			Bilua 	Individual 	Living
blc 			Bella Coola 	Individual 	Living
bld 			Bolango 	Individual 	Living
ble 			Balanta-Kentohe 	Individual 	Living
blf 			Buol 	Individual 	Living
blh 			Kuwaa 	Individual 	Living
bli 			Bolia 	Individual 	Living
blj 			Bolongan 	Individual 	Living
blk 			Pa'O, Pa'o Karen 	Individual 	Living
bll 			Biloxi 	Individual 	Extinct
blm 			Beli (South Sudan), Beli (Sudan) 	Individual 	Living
bln 			Southern Catanduanes Bikol 	Individual 	Living
blo 			Anii 	Individual 	Living
blp 			Blablanga 	Individual 	Living
blq 			Baluan-Pam 	Individual 	Living
blr 			Blang 	Individual 	Living
bls 			Balaesang 	Individual 	Living
blt 			Tai Dam 	Individual 	Living
blv 			Bolo, Kibala 	Individual 	Living
blw 			Balangao 	Individual 	Living
blx 			Mag-Indi Ayta 	Individual 	Living
bly 			Notre 	Individual 	Living
blz 			Balantak 	Individual 	Living
bma 			Lame 	Individual 	Living
bmb 			Bembe 	Individual 	Living
bmc 			Biem 	Individual 	Living
bmd 			Baga Manduri 	Individual 	Living
bme 			Limassa 	Individual 	Living
bmf 			Bom-Kim 	Individual 	Living
bmg 			Bamwe 	Individual 	Living
bmh 			Kein 	Individual 	Living
bmi 			Bagirmi 	Individual 	Living
bmj 			Bote-Majhi 	Individual 	Living
bmk 			Ghayavi 	Individual 	Living
bml 			Bomboli 	Individual 	Living
bmm 			Northern Betsimisaraka Malagasy 	Individual 	Living
bmn 			Bina (Papua New Guinea) 	Individual 	Extinct
bmo 			Bambalang 	Individual 	Living
bmp 			Bulgebi 	Individual 	Living
bmq 			Bomu 	Individual 	Living
bmr 			Muinane 	Individual 	Living
bms 			Bilma Kanuri 	Individual 	Living
